Station Name,Latitude,Number_Of_Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
23rd/Pearl,30.28731,2,8,"30.28731,-97.7465",Raku Sushi and Asian Bistro,Asian Restaurant,30.286656,-97.74529,182,"30.28731,-97.7465",6.3,0.955378833,2,
23rd/Pearl,30.28731,2,8,"30.28731,-97.7465",Austin's Pizza,Pizzeria,30.286656,-97.74529,214,"30.28731,-97.7465",,0.897084075,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Victorian Room at the Driskill,Music Venue,30.267948,-97.741708,25,"30.26756,-97.7415",7.8,0.976933729,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Eureka,Restaurant,30.267766,-97.741115,36,"30.26756,-97.7415",8.4,0.986286845,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Friends Bar,Dive Bar,30.267766,-97.741115,49,"30.26756,-97.7415",7.1,0.985851632,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",1886 Cafe & Bakery,Bakery,30.267948,-97.741708,53,"30.26756,-97.7415",8.5,0.985250247,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",New York New York,Music Venue,30.267322,-97.740908,55,"30.26756,-97.7415",,0.871192878,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Lit Lounge,Cocktail Bar,30.26734,-97.741043,59,"30.26756,-97.7415",6.1,0.879596439,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Firehouse Lounge,Cocktail Bar,30.267969,-97.741083,60,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Buffalo Lounge,Bar,30.267848,-97.740688,69,"30.26756,-97.7415",,0.108818991,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Happy Chicks,Bar,30.267712,-97.740709,71,"30.26756,-97.7415",7.6,0.936941642,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Parish,Rock Club,30.267675,-97.740759,72,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",J. Stephens,Cocktail Bar,30.267848,-97.740688,77,"30.26756,-97.7415",,0.595473788,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Chuggin' Monkey,Music Venue,30.26733,-97.7407,78,"30.26756,-97.7415",6.6,0.85375272,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Salesforce Cloud Lounge,Night Club,30.266989,-97.742064,83,"30.26756,-97.7415",,0.345835806,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Bbg's,Night Club,30.267848,-97.740688,84,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Creamy Wheels,Ice Cream Parlor,30.268044,-97.742176,84,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Venue 222,Music Venue,30.267626,-97.740584,91,"30.26756,-97.7415",,0.854005935,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Eden Cocktail Room,Cocktail Bar,30.267958,-97.740666,91,"30.26756,-97.7415",,0.915188922,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Jimmy John's,Deli,30.267851,-97.742551,93,"30.26756,-97.7415",6.6,0.916811078,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Bat Bar,Night Club,30.267584,-97.740522,93,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The British Music Embassy,Arts and Entertainment,30.267083,-97.740669,95,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Darwin's Pub,Cocktail Bar,30.26733,-97.7407,97,"30.26756,-97.7415",6.7,0.9604273,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Squeezery,Coffee Shop,30.268448,-97.741561,98,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Latitude 30,Bar,30.267101,-97.740804,100,"30.26756,-97.7415",5.8,0.417970326,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Recess Arcade Bar,Bar,30.267626,-97.740584,101,"30.26756,-97.7415",5.9,0.956739862,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Dolph Briscoe Center for American History,History Museum,30.2674,-97.742552,102,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Good Life Bar Bar,Lounge,30.266578,-97.741576,104,"30.26756,-97.7415",7.9,0.148882295,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Roxy,Night Club,30.267745,-97.740428,104,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Wax Myrtle's,Cocktail Bar,30.26684,-97.740833,105,"30.26756,-97.7415",7.7,0.987655786,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Floppy Disk Repair Co.,Speakeasy,30.266946,-97.742002,106,"30.26756,-97.7415",8.4,0.9844273,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Cava,Restaurant,30.267843,-97.74276,110,"30.26756,-97.7415",8.2,0.975897132,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Parkside,American Restaurant,30.267139,-97.740309,111,"30.26756,-97.7415",8.2,0.973040554,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Driskill Bar,Hotel Bar,30.267923,-97.741781,116,"30.26756,-97.7415",8.5,0.979283877,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Pizzeria Papparazzi,Pizzeria,30.267505,-97.740189,116,"30.26756,-97.7415",5.8,0.884818991,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",San Jac Saloon,Music Venue,30.267462,-97.740127,119,"30.26756,-97.7415",8.6,0.985455984,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Here Nor There,Cocktail Bar,30.268516,-97.741551,120,"30.26756,-97.7415",8.6,0.968965381,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Driskill Grill,American Restaurant,30.267955,-97.7415,128,"30.26756,-97.7415",7.8,0.849867458,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Onion,Pizzeria,30.266377,-97.742159,128,"30.26756,-97.7415",6.5,0.963331355,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Valentine & Friends,Night Club,30.26719,-97.740169,134,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Slake Cafe,Café,30.268881,-97.741425,135,"30.26756,-97.7415",8,0.949277943,1,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Nook Amphitheater,Music Venue,30.267097,-97.740252,140,"30.26756,-97.7415",6.7,0.877570722,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Frullati Cafe & Bakery,Bakery,30.266831,-97.74271,141,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Terminal Six,Arts and Entertainment,30.267487,-97.740054,150,"30.26756,-97.7415",,0.101895153,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Midnight Cowboy,Cocktail Bar,30.267147,-97.740107,151,"30.26756,-97.7415",8.5,0.965095945,3,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Buck Wild,Bar,30.267487,-97.740054,153,"30.26756,-97.7415",5.4,0.948510386,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,159,"30.26756,-97.7415",8.4,0.934061325,,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",The Dirty 6,Bar,30.267151,-97.740658,218,"30.26756,-97.7415",,0.853713155,2,
6th/Brazos,30.26756,6,5,"30.26756,-97.7415",Toulouse,Bar,30.268417,-97.741518,257,"30.26756,-97.7415",5.9,0.282864491,1,
Barton Springs/Riverside,30.25866,4,3,"30.25866,-97.74895",Zax Pints & Plates,Bar,30.258956,-97.748213,59,"30.25866,-97.74895",7.2,0.895169139,2,
Barton Springs/Riverside,30.25866,4,3,"30.25866,-97.74895",Zax Restaurant & Bar,Restaurant,30.258835,-97.748332,62,"30.25866,-97.74895",,,,
Barton Springs/Riverside,30.25866,4,3,"30.25866,-97.74895",Aussie's Volleybar & Grill,Sports Bar,30.258956,-97.748213,70,"30.25866,-97.74895",6.7,0.983034619,1,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Velvet Taco,Restaurant,30.268007,-97.743217,40,"30.26822,-97.74285",8.3,0.99256182,1,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Ze Crepes,Creperie,30.267966,-97.743219,45,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Cava,Restaurant,30.267843,-97.74276,50,"30.26822,-97.74285",8.2,0.975897132,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Punch Bowl Austin Congress,American Restaurant,30.268007,-97.743217,55,"30.26822,-97.74285",,0.981372898,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Jimmy John's,Deli,30.267851,-97.742551,57,"30.26822,-97.74285",6.6,0.916811078,1,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Ruth's Chris Steak House,Restaurant,30.268135,-97.743465,63,"30.26822,-97.74285",7.8,0.975192878,4,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Simi Estiatorio,American Restaurant,30.268105,-97.742374,67,"30.26822,-97.74285",,0.906603363,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Creamy Wheels,Ice Cream Parlor,30.268044,-97.742176,67,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Scarbrough Building Restaurant,Restaurant,30.267711,-97.743332,73,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Chick-Fil-A,American Restaurant,30.268432,-97.743586,74,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,83,"30.26822,-97.74285",8.4,0.934061325,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",1886 Cafe & Bakery,Bakery,30.267948,-97.741708,95,"30.26822,-97.74285",8.5,0.985250247,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Dolph Briscoe Center for American History,History Museum,30.2674,-97.742552,95,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Roaring Fork,American Restaurant,30.269081,-97.742153,103,"30.26822,-97.74285",7.7,0.971647873,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",The Contemporary Austin - Jones Center,Museum,30.269177,-97.742621,106,"30.26822,-97.74285",8.6,0.971600396,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Contemporary Austin,Museum,30.269177,-97.742621,108,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",The Contemporary Austin La Dolce Vita,Art Museum,30.269177,-97.742621,108,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Comedor,Latin American Restaurant,30.267724,-97.744228,110,"30.26822,-97.74285",8,0.97902275,1,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Chinatown Westlake,Chinese Restaurant,30.267153,-97.743061,120,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Stephen F's Bar & Terrace,Hotel Bar,30.269174,-97.74207,123,"30.26822,-97.74285",7.1,0.941246291,3,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Driskill Grill,American Restaurant,30.267955,-97.7415,124,"30.26822,-97.74285",7.8,0.849867458,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Victorian Room at the Driskill,Music Venue,30.267948,-97.741708,126,"30.26822,-97.74285",7.8,0.976933729,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",The Squeezery,Coffee Shop,30.268448,-97.741561,126,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Summit Rooftop Lounge,Lounge,30.267689,-97.743957,127,"30.26822,-97.74285",,0.917895153,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",The Driskill Bar,Hotel Bar,30.267923,-97.741781,129,"30.26822,-97.74285",8.5,0.979283877,3,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Summit,Night Club,30.267621,-97.743968,129,"30.26822,-97.74285",7.1,0.960174085,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Small Victory,Cocktail Bar,30.268899,-97.74156,130,"30.26822,-97.74285",8.1,0.954429278,3,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",House of the Rising Tanuki - San,Asian Restaurant,30.267578,-97.743905,132,"30.26822,-97.74285",,0.86520277,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Garage,Cocktail Bar,30.267868,-97.743998,135,"30.26822,-97.74285",8.6,0.988336301,2,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Svante's Stuffed Burger,Burger Joint,30.267724,-97.744228,143,"30.26822,-97.74285",,,,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Perrys Steak House And,Steakhouse,30.269395,-97.743485,150,"30.26822,-97.74285",8.7,0.99606726,3,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Here Nor There,Cocktail Bar,30.268516,-97.741551,150,"30.26822,-97.74285",8.6,0.968965381,3,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Toulouse,Bar,30.268417,-97.741518,405,"30.26822,-97.74285",5.9,0.282864491,1,
6th/Congress,30.26822,7,4,"30.26822,-97.74285",Evil Wiener,Hot Dog Joint,30.266935,-97.74297,1830,"30.26822,-97.74285",,0.62651632,1,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Frullati Cafe,Café,30.272569,-97.74099,27,"30.2726,-97.74127",,,,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Blue Dalilia Bistro,Restaurant,30.272551,-97.740855,40,"30.2726,-97.74127",,,,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",My Thai Mom,Thai Restaurant,30.272121,-97.741543,69,"30.2726,-97.74127",6.4,0.921329377,2,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Old Bakery and Emporium,Bakery,30.272121,-97.741543,71,"30.2726,-97.74127",6.8,0.93902275,,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Bob the Baker,Bakery,30.272794,-97.740333,92,"30.2726,-97.74127",,,,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Quiznos,Fast Food Restaurant,30.271638,-97.741825,108,"30.2726,-97.74127",5.9,0.948383778,1,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Emojis Grilled Cheese Bar,Restaurant,30.271688,-97.741679,108,"30.2726,-97.74127",,,,
11th/Congress @ The Texas Capitol,30.2726,12,6,"30.2726,-97.74127",Lavazza Espression,Coffee Shop,30.271392,-97.741794,135,"30.2726,-97.74127",6.6,0.186468843,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Chi'Lantro,Fast Food Restaurant,30.270176,-97.741776,21,"30.26978,-97.74224",8.3,0.136435213,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Caffé Medici,Coffee Shop,30.270247,-97.742317,38,"30.26978,-97.74224",8.6,0.909119683,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Hickory Street,Restaurant,30.270015,-97.74187,44,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Paramount Theatre for The Performing Arts,Music Venue,30.269403,-97.741965,49,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Chipotle Mexican Grill,Fast Food Restaurant,30.270015,-97.74187,57,"30.26978,-97.74224",7.6,0.974164194,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",The Contemporary Austin - Jones Center,Museum,30.269177,-97.742621,76,"30.26978,-97.74224",8.6,0.971600396,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Contemporary Austin,Museum,30.269177,-97.742621,76,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",The Contemporary Austin La Dolce Vita,Art Museum,30.269177,-97.742621,76,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Roaring Fork,American Restaurant,30.269081,-97.742153,83,"30.26978,-97.74224",7.7,0.971647873,2,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Stephen F's Bar & Terrace,Hotel Bar,30.269174,-97.74207,85,"30.26978,-97.74224",7.1,0.941246291,3,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Biderman's Deli,Bagel Shop,30.26984,-97.741069,94,"30.26978,-97.74224",7.2,0.243663699,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,107,"30.26978,-97.74224",8.4,0.934061325,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Chi Lantro Catering Ll,BBQ Joint,30.27048,-97.741452,108,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Small Victory,Cocktail Bar,30.268899,-97.74156,120,"30.26978,-97.74224",8.1,0.954429278,3,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Product Test,Cajun / Creole Restaurant,30.26924,-97.741157,120,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Lucky Lab Coffee Co.,Coffee Shop,30.269321,-97.74108,124,"30.26978,-97.74224",,0.897440158,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Athenian Grill,Bar,30.269574,-97.743526,125,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",The Hideout Th,Café,30.268555,-97.742373,136,"30.26978,-97.74224",,,,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Perrys Steak House And,Steakhouse,30.269395,-97.743485,145,"30.26978,-97.74224",8.7,0.99606726,3,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",Slake Cafe,Café,30.268881,-97.741425,152,"30.26978,-97.74224",8,0.949277943,1,
8th/Congress,30.26978,2,9,"30.26978,-97.74224",The Iron Bear,Night Club,30.269989,-97.743255,303,"30.26978,-97.74224",7.4,0.986832839,1,
Zilker Park,30.2659,7,7,"30.2659,-97.76822",Barton Springs Splash! Exhibit,Science Museum,30.264871,-97.768418,40,"30.2659,-97.76822",8.4,0.403497527,,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Guero's Taco Bar,Mexican Restaurant,30.248901,-97.750327,27,"30.24891,-97.75019",7.8,0.987782394,2,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Home Slice Pizza,Pizzeria,30.249288,-97.749577,42,"30.24891,-97.75019",9.3,0.997452028,2,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",More Home Slice,Pizzeria,30.249288,-97.749577,56,"30.24891,-97.75019",8.6,0.907948566,2,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Hopdoddy Burger Bar,Bar,30.24961,-97.749881,86,"30.24891,-97.75019",9.3,0.983105836,2,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",The Mighty Cone,Ice Cream Parlor,30.247924,-97.750548,114,"30.24891,-97.75019",,,,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Perla's,Seafood Restaurant,30.249749,-97.749919,117,"30.24891,-97.75019",8.8,0.980993076,3,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Divercity Grill,Sandwich Restaurant,30.247899,-97.75062,119,"30.24891,-97.75019",,,,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Burro Artisan Grilled Cheese,Sandwich Restaurant,30.247692,-97.7501,121,"30.24891,-97.75019",8.1,0.875014837,1,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Coat & Thai,Thai Restaurant,30.247788,-97.750569,129,"30.24891,-97.75019",,,,
South Congress/Elizabeth,30.24891,4,7,"30.24891,-97.75019",Otoko,Sushi Restaurant,30.247581,-97.750049,138,"30.24891,-97.75019",8.4,0.876075173,2,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",GFY Kitchen,Bakery,30.267365,-97.746769,40,"30.26727,-97.74718",,,,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Domino's Pizza,Pizzeria,30.267755,-97.74657,76,"30.26727,-97.74718",6.5,0.70927003,1,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Perfect Strangers,Restaurant,30.267122,-97.745978,94,"30.26727,-97.74718",,0.986991098,2,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Macs Meals,Café,30.266567,-97.747031,100,"30.26727,-97.74718",,0.034627102,1,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",The Roosevelt Room & E,Music Venue,30.267634,-97.746175,110,"30.26727,-97.74718",9.1,0.99389911,3,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Rebels Honky Tonk,Night Club,30.267752,-97.746018,123,"30.26727,-97.74718",,,,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Hudson On Fifth,Wine Bar,30.267709,-97.745956,127,"30.26727,-97.74718",,,,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",The Eleanor,Night Club,30.267702,-97.746164,135,"30.26727,-97.74718",6.8,0.876035608,1,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Turf N Surf Po' Boy,American Restaurant,30.267044,-97.745645,139,"30.26727,-97.74718",8.7,0.888316518,2,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Lavaca Street Bar & Grill,Bar,30.267121,-97.745692,140,"30.26727,-97.74718",7.5,0.986587537,2,
4th/Guadalupe @ Republic Square,30.26727,5,10,"30.26727,-97.74718",Group Therapy,Restaurant,30.267122,-97.745978,187,"30.26727,-97.74718",,0.97452819,2,
South 1st/Riverside @ Long Center,30.25941,10,1,"30.25941,-97.74971",Zax Restaurant & Bar,Restaurant,30.258835,-97.748332,146,"30.25941,-97.74971",,,,
12th/San Jacinto @ State Capitol Visitors Garage,30.27336,10,3,"30.27336,-97.73805",Capitol Cafe,Restaurant,30.272255,-97.738346,126,"30.27336,-97.73805",,,,
12th/San Jacinto @ State Capitol Visitors Garage,30.27336,10,3,"30.27336,-97.73805",Capitol Visitors Center,History Museum,30.272652,-97.739251,145,"30.27336,-97.73805",9,0.964431256,,
South Congress @ Bouldin Creek,30.25495,3,8,"30.25495,-97.74755",Prim and Proper,Cocktail Bars,30.25422464,-97.74761894,80.9270646,"30.25495,-97.74755",4.5,,$$,37
South Congress @ Bouldin Creek,30.25495,3,8,"30.25495,-97.74755",Freebirds World Burrito,Mexican,30.25599449,-97.74691096,131.3632898,"30.25495,-97.74755",3.5,,$,229
Lake Austin Blvd/Deep Eddy,30.27807,7,4,"30.27807,-97.77272",Pool Burger,Tiki Bars,30.2778,-97.7725899,30.71811563,"30.27807,-97.77272",3.5,,$$,158
Lake Austin Blvd/Deep Eddy,30.27807,7,4,"30.27807,-97.77272",68 Degrees Kitchen,Italian,30.27786,-97.7729,30.0666671,"30.27807,-97.77272",3.5,,$$,149
Lake Austin Blvd/Deep Eddy,30.27807,7,4,"30.27807,-97.77272",Tumble 22,American (Traditional),30.27792538,-97.77173683,95.77027736,"30.27807,-97.77272",4,,$$,227
Lake Austin Blvd/Deep Eddy,30.27807,7,4,"30.27807,-97.77272",JuiceLand,Juice Bars & Smoothies,30.277522,-97.772221,77.51851533,"30.27807,-97.77272",4,,$$,140
Sterzing/Barton Springs,30.26406,2,7,"30.26406,-97.76385",Boteco,Food Trucks,30.263624,-97.763001,114.4683487,"30.26406,-97.76385",4.5,,$$,440
Sterzing/Barton Springs,30.26406,2,7,"30.26406,-97.76385",Chuy's,Tex-Mex,30.263803,-97.763323,58.12360612,"30.26406,-97.76385",4,,$$,1146
Sterzing/Barton Springs,30.26406,2,7,"30.26406,-97.76385",The Mighty Cone,American (Traditional),30.26359852,-97.76299843,96.55040653,"30.26406,-97.76385",3.5,,$,503
Sterzing/Barton Springs,30.26406,2,7,"30.26406,-97.76385",Baby Acapulco,Mexican,30.26306,-97.76237,178.5541149,"30.26406,-97.76385",3.5,,$$,631
Sterzing/Barton Springs,30.26406,2,7,"30.26406,-97.76385",Barton Springs Bike Rental & Tours,Bike Rentals,30.262926,-97.762963,152.1694317,"30.26406,-97.76385",5,,$$,309
Sterzing/Barton Springs,30.26406,2,7,"30.26406,-97.76385",Coat & Thai,Thai,30.263729,-97.762849,114.4683487,"30.26406,-97.76385",4,,$$,303
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Speakeasy,Speakeasies,30.266847,-97.743725,56.62267448,"30.26634,-97.74378",3.5,,$$,294
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Red Ash,Italian,30.26588,-97.744672,100.2918853,"30.26634,-97.74378",4.5,,$$$,1119
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Swift's Attic,American (New),30.26563,-97.74337,106.0534324,"30.26634,-97.74378",4,,$$$,1147
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Mort Subite,Pubs,30.265719,-97.7439904,71.947733,"30.26634,-97.74378",4.5,,$$,124
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Shiner's Saloon,Bars,30.2670536,-97.7435379,80.22208474,"30.26634,-97.74378",4,,$$,215
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Hen House,Cocktail Bars,30.2662488,-97.7445914,78.58238889,"30.26634,-97.74378",4,,,32
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Elephant Room,Jazz & Blues,30.26563,-97.74337,106.0534324,"30.26634,-97.74378",4,,$$,479
4th/Congress,30.26634,7,6,"30.26634,-97.74378",The Capital Grille,Steakhouses,30.26617846,-97.74446277,67.98774395,"30.26634,-97.74378",4.5,,$$$,390
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Fourth & CO,Chicken Wings,30.26699,-97.74524,158.6469139,"30.26634,-97.74378",4,,,50
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Péché,Lounges,30.26699,-97.74524,158.6469139,"30.26634,-97.74378",4,,$$,1310
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Out of Nowhere ATX,Food Trucks,30.26569,-97.74394,72.5380644,"30.26634,-97.74378",5,,,15
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Comedor,Mexican,30.267721,-97.744204,154.6961962,"30.26634,-97.74378",4,,$$$,381
4th/Congress,30.26634,7,6,"30.26634,-97.74378",RA Sushi Bar Restaurant,Sushi Bars,30.26633,-97.74464,78.58238889,"30.26634,-97.74378",3,,$$,702
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Parker Jazz Club,Jazz & Blues,30.26633,-97.74464,78.58238889,"30.26634,-97.74378",4.5,,$$,148
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Sushi Junai Omakase,Japanese,30.265615,-97.743268,106.0534324,"30.26634,-97.74378",4.5,,,253
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Coconut Club,Bars,30.26611,-97.74516,135.7886706,"30.26634,-97.74378",3,,$$$,49
4th/Congress,30.26634,7,6,"30.26634,-97.74378",Tacodeli,Tacos,30.26539029,-97.74346584,109.8281504,"30.26634,-97.74378",4,,$,138
