Station_Name,Latitude,Longitude,Number of Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
Riverside/South Lamar,30.26437,-97.75624,0,0,"30.26437,-97.75624",Nido,Restaurant,30.264075,-97.756855,67.0,"30.26437,-97.75624",,0.9790781404549952,2.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Jeni's Splendid Ice Creams,Ice Cream Parlor,30.252167,-97.74906,24.0,"30.25222,-97.74881",8.0,0.9806053412462908,1.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",El Sol y La Luna,Mexican Restaurant,30.251988,-97.749019,32.0,"30.25222,-97.74881",,0.1666547972304649,1.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Doc's Motorworks Bar & Grill,Sports Bar,30.252239,-97.74829,49.0,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Jo's Burger Box,Burger Joint,30.251691,-97.749134,81.0,"30.25222,-97.74881",,0.6802927794263106,1.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Joann’s Fine Foods,Diner,30.251598,-97.749218,85.0,"30.25222,-97.74881",7.1,0.9812304648862512,1.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Summer House on Music Lane,Cocktail Bar,30.252391,-97.747809,97.0,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Burro Cheese Kitchen,Sandwich Restaurant,30.251459,-97.748687,116.0,"30.25222,-97.74881",7.9,0.0541721068249258,1.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Museum of the Weird,Museum,30.253284,-97.748059,138.0,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Jo's Hot Coffee Good Food,Coffee Shop,30.251029,-97.749375,143.0,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Lucky Robot Japanese Kitchen,Sushi Restaurant,30.250908,-97.74898,145.0,"30.25222,-97.74881",7.7,0.9533056379821958,2.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Jo's Coffee,Coffee Shop,30.251097,-97.749365,155.0,"30.25222,-97.74881",8.8,0.9883125618199802,1.0,
South Congress/Academy,30.25222,-97.74881,5,5,"30.25222,-97.74881",Juice Austin,Restaurant,30.251459,-97.748687,175.0,"30.25222,-97.74881",8.5,0.7419821958456974,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",508 Tequila Bar,Dive Bar,30.268598,-97.736637,12.0,"30.26854,-97.73646",6.3,0.9490089020771514,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Stubb's Bar-B-Q,Music Venue,30.268502,-97.736169,19.0,"30.26854,-97.73646",7.9,0.9883916913946588,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Pelons Tex-Mex,Restaurant,30.268598,-97.736637,21.0,"30.26854,-97.73646",6.6,0.9837705242334324,3.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Better Days,Dive Bar,30.268301,-97.736752,49.0,"30.26854,-97.73646",,0.9204906033630068,2.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Yalla Burgers & Wings halal,Burger Joint,30.268018,-97.736345,59.0,"30.26854,-97.73646",,,,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Marinara Miracles,Italian Restaurant,30.26807,-97.736795,61.0,"30.26854,-97.73646",,0.5407873392680514,2.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Valhalla,Rock Club,30.268165,-97.736773,64.0,"30.26854,-97.73646",7.9,0.9601503461918892,,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Hoboken Pie,Pizzeria,30.268097,-97.736784,64.0,"30.26854,-97.73646",7.4,0.9758100890207716,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Original New Orleans Po-Boy & Gumbo Shop,Cajun / Creole Restaurant,30.268072,-97.736857,64.0,"30.26854,-97.73646",,,,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Ladybird Kitchen + Bar,Hotel Bar,30.269111,-97.736548,70.0,"30.26854,-97.73646",,0.913408506429278,3.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",The Green Jay,Music Venue,30.267806,-97.736519,81.0,"30.26854,-97.73646",,,,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Elysium,Night Club,30.267586,-97.736587,97.0,"30.26854,-97.73646",7.6,0.960435212660732,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Arlo's,American Restaurant,30.269574,-97.736416,102.0,"30.26854,-97.73646",8.4,0.9119604352126608,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Cheer Up Charlies,Cocktail Bar,30.269574,-97.736416,119.0,"30.26854,-97.73646",8.8,0.9886607319485656,2.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Empire Control Room & Garage,Music Venue,30.267404,-97.735994,119.0,"30.26854,-97.73646",7.8,0.9844985163204748,2.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Cheer Up Charlie's Inside,Bar,30.269626,-97.736373,121.0,"30.26854,-97.73646",,0.8230662710187933,2.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",The Flamingo Lounge,Cocktail Bar,30.267379,-97.736067,122.0,"30.26854,-97.73646",,0.0072878338278931,3.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",HapPea Vegans,Restaurant,30.26969,-97.736358,128.0,"30.26854,-97.73646",,,,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",The Side Bar,Dive Bar,30.267543,-97.736525,135.0,"30.26854,-97.73646",6.5,0.961242334322453,1.0,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",H Bar Austin,Cocktail Bar,30.269732,-97.736922,139.0,"30.26854,-97.73646",,,,
8th/Red River,30.26854,-97.73646,5,8,"30.26854,-97.73646",Mama V's Quezzadillaville,Mexican Restaurant,30.267753,-97.737596,249.0,"30.26854,-97.73646",,0.7760712166172107,1.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Veracruz All Natural,Taco Restaurant,30.263007,-97.744477,68.0,"30.26332,-97.74508",7.9,0.9900375865479724,1.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Rising Roll Cafe- Austin,Deli,30.264097,-97.74486,79.0,"30.26332,-97.74508",,0.8857368941641939,1.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Fareground,Restaurant,30.263465,-97.744268,91.0,"30.26332,-97.74508",9.1,0.994919881305638,2.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Alfred,Coffee Shop,30.262793,-97.744166,96.0,"30.26332,-97.74508",7.4,0.9785004945598418,1.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",P6,Cocktail Bar,30.262868,-97.743947,101.0,"30.26332,-97.74508",7.4,0.9723600395647872,3.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Arlo Grey,American Restaurant,30.262835,-97.744228,104.0,"30.26332,-97.74508",8.4,0.9721780415430268,2.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",P6,Bar,30.263155,-97.744007,104.0,"30.26332,-97.74508",,0.9154817012858556,2.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Little Wu,Chinese Restaurant,30.263551,-97.743594,107.0,"30.26332,-97.74508",,0.9323363006923838,1.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Italic,Italian Restaurant,30.263487,-97.743644,109.0,"30.26332,-97.74508",,0.759351137487636,2.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Mama Fu's Takeout & Delivery,Restaurant,30.263968,-97.745985,112.0,"30.26332,-97.74508",,,,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Austin Rotisserie,Comfort Food Restaurant,30.2636,-97.743611,143.0,"30.26332,-97.74508",,0.888379821958457,3.0,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",Taco Pegaso,Taco Restaurant,30.263693,-97.743643,144.0,"30.26332,-97.74508",,,,
Cesar Chavez/Congress,30.26332,-97.74508,6,4,"30.26332,-97.74508",The Austonian Club,Cocktail Bar,30.264494,-97.744347,148.0,"30.26332,-97.74508",,0.0480870425321463,3.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",The Grackle,Dive Bar,30.262597,-97.724186,12.0,"30.2627,-97.7243",7.9,0.965412462908012,1.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Drop Kick,Music Venue,30.262728,-97.724711,48.0,"30.2627,-97.7243",,0.9126013847675568,3.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Zilker Brewing Co,Brewery,30.262167,-97.72466,58.0,"30.2627,-97.7243",9.1,0.9872680514342236,2.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",The Liberty,Dive Bar,30.262739,-97.725054,75.0,"30.2627,-97.7243",8.7,0.9786904055390704,1.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",East Side King,Asian Restaurant,30.262757,-97.72519,75.0,"30.2627,-97.7243",8.4,0.8981998021760633,2.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",The Liberty,Bar,30.262671,-97.725085,75.0,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Spicy Boys Fried Chicken,Dessert Shop,30.262063,-97.7244,78.0,"30.2627,-97.7243",7.7,0.8905163204747775,,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Hot Mess,BBQ Joint,30.261988,-97.724619,84.0,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Kohana Coffee,Coffee Shop,30.262135,-97.724941,87.0,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Suerte,Mexican Restaurant,30.262175,-97.723141,112.0,"30.2627,-97.7243",9.2,0.9813254203758656,1.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Tamale House East,Taco Restaurant,30.261613,-97.724401,125.0,"30.2627,-97.7243",7.8,0.934923837784372,1.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Via 313 Pizza,Pizzeria,30.26215,-97.723214,131.0,"30.2627,-97.7243",9.1,0.9778753709198812,1.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Nasha,Asian Restaurant,30.263744,-97.724857,132.0,"30.2627,-97.7243",6.6,0.9633867457962414,2.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Yellow Jacket Social Club,Lounge,30.261716,-97.724661,139.0,"30.2627,-97.7243",8.5,0.9741879327398616,1.0,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Poe's Fuego,Caribbean Restaurant,30.262545,-97.722832,141.0,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Rosarito,Mexican Restaurant,30.262046,-97.722954,148.0,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,-97.7243,1,12,"30.2627,-97.7243",Dolce Bacio Gelato,Restaurant,30.263075,-97.725761,153.0,"30.2627,-97.7243",,0.8663184965380811,1.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Fogo De Chao,Brazilian Restaurant,30.264193,-97.740842,35.0,"30.26428,-97.74033",7.7,0.9747655786350148,4.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",STK,Steakhouse,30.2642,-97.7409,55.0,"30.26428,-97.74033",,,,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Cafe Blue Downtown Austin,Seafood Restaurant,30.263624,-97.740999,85.0,"30.26428,-97.74033",6.3,0.9742195845697328,3.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",MAX's Wine Dive Austin,Wine Bar,30.264393,-97.74157,92.0,"30.26428,-97.74033",7.8,0.9064609297725024,3.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Fleming's Prime Steakhouse & Wine Bar,Steakhouse,30.263685,-97.741197,93.0,"30.26428,-97.74033",8.1,0.9402967359050444,4.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Max's Underground,Bar,30.264461,-97.74156,100.0,"30.26428,-97.74033",,0.9091513353115728,2.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Gallery Restaurant Group,Restaurant,30.26485,-97.741157,101.0,"30.26428,-97.74033",,,,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Vince Young Steakhouse,American Restaurant,30.264747,-97.741101,102.0,"30.26428,-97.74033",7.8,0.9850445103857568,3.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",P.F. Chang's China Bistro,Chinese Restaurant,30.263763,-97.74153,117.0,"30.26428,-97.74033",7.5,0.9759287833827892,2.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Mai Thai Restaurant,Thai Restaurant,30.264393,-97.74157,123.0,"30.26428,-97.74033",7.4,0.9802729970326408,2.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Marriott Courtyard - Lobby,Hotel Bar,30.265517,-97.74036,137.0,"30.26428,-97.74033",5.5,0.0831018793273986,3.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Micheladas Cafe y Cantina,Bar,30.263267,-97.740917,158.0,"30.26428,-97.74033",7.0,0.9443086053412464,2.0,
3rd/Trinity @ The Convention Center,30.26428,-97.74033,2,9,"30.26428,-97.74033",Le Café Crêpe,French Restaurant,30.263806,-97.741592,175.0,"30.26428,-97.74033",7.2,0.9524114737883284,2.0,
4th/Sabine,30.26438,-97.73657,3,14,"30.26438,-97.73657",Central District Brewi,Bar,30.2651,-97.737457,82.0,"30.26438,-97.73657",7.5,0.9896498516320474,2.0,
4th/Sabine,30.26438,-97.73657,3,14,"30.26438,-97.73657",Texas Reds and Whites Tasting Room,Wine Bar,30.264828,-97.737499,82.0,"30.26438,-97.73657",,0.8727675568743818,2.0,
4th/Sabine,30.26438,-97.73657,3,14,"30.26438,-97.73657",Eighteenth Over Austin,American Restaurant,30.26519,-97.73551,135.0,"30.26438,-97.73657",,,,
4th/Sabine,30.26438,-97.73657,3,14,"30.26438,-97.73657",Moonshine Patio Bar & Grill,Cocktail Bar,30.263844,-97.737928,162.0,"30.26438,-97.73657",8.9,0.9963442136498516,2.0,
16th/San Antonio,30.27924,-97.74371,3,9,"30.27924,-97.74371",Olamaie,American Restaurant,30.279886,-97.743661,67.0,"30.27924,-97.74371",7.2,0.9668526211671612,3.0,
16th/San Antonio,30.27924,-97.74371,3,9,"30.27924,-97.74371",Little Ola's,Southern / Soul Food Restaurant,30.279948,-97.743847,79.0,"30.27924,-97.74371",,0.2221958456973293,1.0,
16th/San Antonio,30.27924,-97.74371,3,9,"30.27924,-97.74371",Juliet,Cocktail Bar,30.279695,-97.742713,108.0,"30.27924,-97.74371",,,,
16th/San Antonio,30.27924,-97.74371,3,9,"30.27924,-97.74371",Lions Clubs International,Bar,30.278233,-97.743189,122.0,"30.27924,-97.74371",,,,
16th/San Antonio,30.27924,-97.74371,3,9,"30.27924,-97.74371",Clay Pit,Restaurant,30.278987,-97.742339,123.0,"30.27924,-97.74371",8.4,0.9871968348170128,2.0,
16th/San Antonio,30.27924,-97.74371,3,9,"30.27924,-97.74371",Murphy's Deli,Restaurant,30.278161,-97.743108,133.0,"30.27924,-97.74371",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Velvet Taco,Restaurant,30.268007,-97.743217,40.0,"30.26822,-97.74285",8.3,0.9925618199802176,1.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Ze Crepes,Creperie,30.267966,-97.743219,45.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Cava,Restaurant,30.267843,-97.74276,50.0,"30.26822,-97.74285",8.2,0.975897131552918,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Punch Bowl Austin Congress,American Restaurant,30.268007,-97.743217,55.0,"30.26822,-97.74285",,0.9813728981206726,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Jimmy John's,Deli,30.267851,-97.742551,57.0,"30.26822,-97.74285",6.6,0.916811078140455,1.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Ruth's Chris Steak House,Restaurant,30.268135,-97.743465,63.0,"30.26822,-97.74285",7.8,0.975192878338279,4.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Simi Estiatorio,American Restaurant,30.268105,-97.742374,67.0,"30.26822,-97.74285",,0.9066033630069238,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Creamy Wheels,Ice Cream Parlor,30.268044,-97.742176,67.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Scarbrough Building Restaurant,Restaurant,30.267711,-97.743332,73.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Chick-Fil-A,American Restaurant,30.268432,-97.743586,74.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,83.0,"30.26822,-97.74285",8.4,0.934061325420376,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",1886 Cafe & Bakery,Bakery,30.267948,-97.741708,95.0,"30.26822,-97.74285",8.5,0.9852502472799208,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Dolph Briscoe Center for American History,History Museum,30.2674,-97.742552,95.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Roaring Fork,American Restaurant,30.269081,-97.742153,103.0,"30.26822,-97.74285",7.7,0.9716478733926804,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",The Contemporary Austin - Jones Center,Museum,30.269177,-97.742621,106.0,"30.26822,-97.74285",8.6,0.9716003956478734,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Contemporary Austin,Museum,30.269177,-97.742621,108.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",The Contemporary Austin La Dolce Vita,Art Museum,30.269177,-97.742621,108.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Comedor,Latin American Restaurant,30.267724,-97.744228,110.0,"30.26822,-97.74285",8.0,0.97902274975272,1.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Chinatown Westlake,Chinese Restaurant,30.267153,-97.743061,120.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Stephen F's Bar & Terrace,Hotel Bar,30.269174,-97.74207,123.0,"30.26822,-97.74285",7.1,0.9412462908011868,3.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Driskill Grill,American Restaurant,30.267955,-97.7415,124.0,"30.26822,-97.74285",7.8,0.8498674579624135,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Victorian Room at the Driskill,Music Venue,30.267948,-97.741708,126.0,"30.26822,-97.74285",7.8,0.9769337289812068,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",The Squeezery,Coffee Shop,30.268448,-97.741561,126.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Summit Rooftop Lounge,Lounge,30.267689,-97.743957,127.0,"30.26822,-97.74285",,0.917895153313551,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",The Driskill Bar,Hotel Bar,30.267923,-97.741781,129.0,"30.26822,-97.74285",8.5,0.9792838773491592,3.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Summit,Night Club,30.267621,-97.743968,129.0,"30.26822,-97.74285",7.1,0.9601740850642928,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Small Victory,Cocktail Bar,30.268899,-97.74156,130.0,"30.26822,-97.74285",8.1,0.9544292779426312,3.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",House of the Rising Tanuki - San,Asian Restaurant,30.267578,-97.743905,132.0,"30.26822,-97.74285",,0.8652027695351138,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Garage,Cocktail Bar,30.267868,-97.743998,135.0,"30.26822,-97.74285",8.6,0.9883363006923838,2.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Svante's Stuffed Burger,Burger Joint,30.267724,-97.744228,143.0,"30.26822,-97.74285",,,,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Perrys Steak House And,Steakhouse,30.269395,-97.743485,150.0,"30.26822,-97.74285",8.7,0.9960672601384768,3.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Here Nor There,Cocktail Bar,30.268516,-97.741551,150.0,"30.26822,-97.74285",8.6,0.9689653808110782,3.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Toulouse,Bar,30.268417,-97.741518,405.0,"30.26822,-97.74285",5.9,0.282864490603363,1.0,
6th/Congress,30.26822,-97.74285,3,8,"30.26822,-97.74285",Evil Wiener,Hot Dog Joint,30.266935,-97.74297,1830.0,"30.26822,-97.74285",,0.6265163204747775,1.0,
East 6th/Robert T. Martinez,30.26032,-97.71899,6,6,"30.26032,-97.71899",Hi Hat Public House,Beer Bar,30.260289,-97.719086,15.0,"30.26032,-97.71899",8.8,0.9438180019782394,2.0,
East 6th/Robert T. Martinez,30.26032,-97.71899,6,6,"30.26032,-97.71899",Flyrite Chicken,American Restaurant,30.261347,-97.718438,120.0,"30.26032,-97.71899",7.5,0.9658081107814046,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Green Light Social,Night Club,30.270285,-97.75025,15.0,"30.27041,-97.75046",8.1,0.9877586547972304,3.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Kung Fu Saloon,Bar,30.270173,-97.750447,26.0,"30.27041,-97.75046",7.7,0.9829950544015826,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Concrete Cowboy,Arts and Entertainment,30.270013,-97.750292,31.0,"30.27041,-97.75046",5.7,0.936435212660732,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Valhalla Esports Lounge,Lounge,30.270378,-97.750166,40.0,"30.27041,-97.75046",,0.961677546983185,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",The Ranch,Bar,30.270206,-97.749917,43.0,"30.27041,-97.75046",5.8,0.9613214638971316,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Favorite Pizza,Pizzeria,30.270156,-97.750806,43.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Lola Savannah Coffee Downtown,Coffee Shop,30.270671,-97.750811,44.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Favorite Pizza,Pizzeria,30.270133,-97.750827,46.0,"30.27041,-97.75046",7.7,0.9769258160237388,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Dogwood Austin,Bar,30.270013,-97.750292,46.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Dogwood West 6th,Bar,30.269852,-97.750386,51.0,"30.27041,-97.75046",7.1,0.9768704253214638,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",WYLD Bar,Cocktail Bar,30.270256,-97.749771,54.0,"30.27041,-97.75046",,0.9612660731948566,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",The Grove Wine Bar & Kitchen - Downtown,Wine Bar,30.270467,-97.750843,63.0,"30.27041,-97.75046",8.2,0.9647873392680514,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Buford's Backyard Beer Garden,Beer Bar,30.270324,-97.74976,67.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Via 313 Pizza - West 6th,Restaurant,30.270324,-97.74976,74.0,"30.27041,-97.75046",7.9,0.4765182987141444,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Irene's,Diner,30.269805,-97.751084,77.0,"30.27041,-97.75046",8.0,0.9905361028684472,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Taquero Mucho,Taco Restaurant,30.269848,-97.751146,77.0,"30.27041,-97.75046",,0.9691315529179032,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Whiskey Tango Foxtrot Icehouse,Music Venue,30.269774,-97.749838,92.0,"30.27041,-97.75046",7.3,0.983406528189911,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Buford's,Bar,30.270171,-97.749646,93.0,"30.27041,-97.75046",6.7,0.9969139465875372,2.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Rio Rooftop Bar,Cocktail Bar,30.270024,-97.749324,105.0,"30.27041,-97.75046",6.1,0.9513669634025718,3.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Pop,Cocktail Bar,30.270074,-97.749178,107.0,"30.27041,-97.75046",6.0,0.9480118694362016,3.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Via 313 Pizza,Pizzeria,30.269459,-97.750033,113.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Hookah Social,Night Club,30.270024,-97.749324,117.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Rio,Night Club,30.270024,-97.749324,117.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Rio Rooftop Pool Lounge & Rstr,Night Club,30.270024,-97.749324,117.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Dirty Bill's,Dive Bar,30.269752,-97.749366,120.0,"30.27041,-97.75046",7.8,0.9741167161226508,1.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Key Bar,Night Club,30.269659,-97.74945,120.0,"30.27041,-97.75046",6.7,0.9712047477744808,1.0,
